SYMBOL,INTERVAL,DATA_DURATION,DATA_DURATION_UNITS,MIN_PRICE_RANGE_PCT,MAX_PRICE_RANGE_PCT,MIN_CANDLE_COUNT,MAX_CANDLE_COUNT,WINDOW_START_STRIDE,WINDOW_END_STRIDE,RESISTANCE_AREA_PCT,SUPPORT_AREA_PCT,MIN_HIT_RESISTANCE_COUNT,MIN_HIT_SUPPORT_COUNT,CONSIDER_PIN,MIN_ALTERNATION,MIN_LAST_CANDLE_RETURN_LIVE,LAST_CANDLE_MIN_PCT_ABOVE_SUPPORT_LIVE,NUM_CANDLES_PAUSE,PCT_CANDLES_PAUSE,MIN_BREAKOUT_PCT,USING_RATIO,MIN_OUTSIDE_CANDLE_COUNT,OUTSIDE_TO_INSIDE_CANDLE_RATIO,DESIRED_BINS,PEAK_TROUGH_LOOKUP_WIDTH,UNIQUE_HIT_VALUES,PRICE_RANGE_TOLERANCE,ABSOLUTE_NUM_CANDLES_DIFFERENCE,PCT_CANDLES_DIFFERENCE,NUM_CANDLES_DIFFERENCE,resistance_line,support_line,start_date,end_date,num_candles,price_range_pct,num_res_hits,num_sup_hits,num_res_breakouts,num_sup_breakouts,alternation,last_candle_return,last_candle_pct_above_support,resistance_hits,support_hits,breakout_type,concentration_score,customer_pre_sideway_bar_change,customer_post_sideway_bar_change,pre_sideway_5_bar_change,pre_sideway_10_bar_change,pre_sideway_22_bar_change,pre_sideway_44_bar_change,pre_sideway_132_bar_change,post_sideway_5_bar_change,post_sideway_10_bar_change,post_sideway_22_bar_change,post_sideway_44_bar_change,post_sideway_132_bar_change,concentration_score_scaled,alternation_score_scaled,max_alternation,sideway_score
MSFT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,28.9216261289182,24.745170284093724,2010-10-05,2011-05-23,160.0,0.1687786261672692,4.0,4.0,0.0,2.0,4.0,-0.0130665454395636,-0.1377172964757998,"['2010-11-08', '2011-01-06', '2011-01-18', '2011-01-26']","['2010-10-19', '2010-11-29', '2011-03-16', '2011-04-18']",BEARISH,2.0303466448071696,-0.031809115276133657,-0.004551121638574244,-0.013371147472670352,-0.031809115276133657,0.017126141949279985,-0.06918958243501053,-0.1770868450184811,0.019712506559203435,0.030800820872707156,0.11457901291459095,0.1034907769316252,0.052566684157875826,0.1183495596424629,0.2,8.0,0.17550486789273884
DUK,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,81.18404379311204,76.10427070608367,2016-03-08,2016-06-15,70.0,0.0667475430734572,2.0,2.0,0.0,0.0,4.0,-0.0106783745141017,1.0681044173150689,"['2016-04-01', '2016-05-12']","['2016-04-21', '2016-05-19']",BULLISH,2.0168597807523185,0.03288329320617743,0.0321354444475637,0.05344237560316164,0.03288329320617743,-0.016670974261425497,0.08540516916914515,0.06549917567397108,0.010094557300092724,0.020836038311074924,0.03235408449088279,0.0361071701402448,0.018118307062260385,0.11736286068017027,0.2,8.0,0.17520885820405108
HON,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,232.81891416154753,214.7579023279407,2021-03-26,2021-10-27,150.0,0.0840994051340061,9.0,5.0,4.0,3.0,4.0,-0.0119091517785378,0.053269379458143,"['2021-04-16', '2021-04-22', '2021-05-10', '2021-05-28', '2021-07-15', '2021-07-21', '2021-07-27', '2021-08-10', '2021-08-25']","['2021-04-01', '2021-06-17', '2021-09-20', '2021-09-28', '2021-10-25']",BEARISH,2.001860873271224,0.01935812016961612,0.04491935094832667,0.026396106432399136,0.01935812016961612,0.03553997082587193,0.08049443154164092,0.2854705810546875,0.003386287911489238,0.046080663435086856,0.019859956812033754,0.05665128335682455,-0.019768416645591248,0.11626554062215456,0.2,8.0,0.17487966218664636
KO,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,45.803918471305835,43.415852841409006,2016-04-20,2016-09-09,100.0,0.0550044620479998,3.0,3.0,1.0,3.0,4.0,-0.031171225694639,-0.4798244944779167,"['2016-05-10', '2016-06-09', '2016-07-11']","['2016-04-21', '2016-06-27', '2016-07-27']",BEARISH,1.9998928307215131,-0.05009634336228779,0.011119025682830352,-0.03627284861932653,-0.05009634336228779,-0.02697367507444934,0.020234472739827043,0.055925712720617186,0.006986733846149481,0.013748042033717729,-0.009465814267655914,0.011043535953630062,-0.04349786683877655,0.11612155863096302,0.2,8.0,0.1748364675892889
HD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,276.16050677412835,261.90106526551494,2020-11-23,2021-01-21,40.0,0.0544459087791689,4.0,2.0,2.0,0.0,4.0,0.0173168071869734,1.2026363386739245,"['2020-11-24', '2020-11-27', '2020-12-18', '2021-01-12']","['2020-12-07', '2021-01-04']",BULLISH,1.9998168456154861,0.005296857685355259,-0.0008241550933900269,-0.02922349756302567,0.005296857685355259,-0.034713364769173645,-0.006988414910434799,0.1061747998570582,0.019159956978534808,-0.03566688612186679,-0.0017685352967733339,0.02450255728089947,0.14594700353695814,0.11611599956067345,0.2,8.0,0.17483479986820202
UNH,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,421.69760305048305,409.26650139093823,2021-07-07,2021-08-10,25.0,0.0303741000480037,2.0,4.0,0.0,1.0,4.0,0.00221482141048,0.2021942589801552,"['2021-07-14', '2021-08-03']","['2021-07-15', '2021-07-19', '2021-07-27', '2021-08-05']",BEARISH,1.9974561824886279,0.032531543658683215,0.02824324862132479,0.03406178686434841,0.032531543658683215,0.014840717868747034,0.0007779630647827486,0.20795796044544435,0.007481869855866976,0.007239010250736233,0.008404973580863315,0.0090609020870284,0.15075547054975155,0.11594329344840595,0.2,8.0,0.17478298803452177
UNP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,64.1364726405556,58.23127724173469,2012-06-27,2013-01-03,130.0,0.1014093401095557,2.0,4.0,0.0,2.0,4.0,0.0014011572970112,1.0310789130373683,"['2012-09-14', '2012-10-18']","['2012-07-06', '2012-07-23', '2012-09-28', '2012-11-15']",BULLISH,1.990661322501523,0.022172731933247758,0.023554095100071157,-0.02131468991803068,0.022172731933247758,0.026010044096783112,0.01145478082851233,0.14927917573204721,0.030141990215844933,0.01306734025643778,0.07274151413471773,0.0696053471560583,0.13407083925000773,0.11544618149777511,0.2,8.0,0.17463385444933252
JNJ,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,103.26284468812196,99.25825239128557,2015-02-17,2015-05-05,55.0,0.0403451823940029,3.0,7.0,0.0,2.0,4.0,-0.0084703386850603,0.0603675956989212,"['2015-02-26', '2015-03-05', '2015-03-23']","['2015-02-20', '2015-03-11', '2015-03-17', '2015-04-01', '2015-04-17', '2015-04-28', '2015-04-30']",BEARISH,1.9832441901824815,-0.0038678903358734386,0.04482411140173524,0.006614588797191922,-0.0038678903358734386,-0.03423074575570927,-0.05884556509992433,0.005103593862433317,0.0025885553615715923,0.01891670500100585,0.012445240637356749,-0.001393860874606301,-0.09667462015582061,0.11490354410389164,0.2,8.0,0.17447106323116748
COP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,48.16093367769447,40.75462132232165,2016-04-08,2016-07-25,75.0,0.1817293871239168,2.0,2.0,1.0,0.0,4.0,-0.0127575236624015,-0.0694839238695523,"['2016-04-26', '2016-06-08']","['2016-05-09', '2016-06-27']",BEARISH,1.9102584086057852,0.029720244742739453,0.03280317196235546,0.03645049792445173,0.029720244742739453,0.06758158162963437,0.16732729044383765,-0.11466609807990566,0.05990786437367861,0.15498422169766152,0.039776847146661,0.079553694293322,0.010671807702986908,0.10956390438846501,0.2,8.0,0.1728691713165395
HD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,291.9497046873458,265.718866408292,2020-07-23,2020-12-04,95.0,0.0987165067863439,3.0,3.0,0.0,3.0,4.0,-0.0154770798364565,-0.0659100618716241,"['2020-08-26', '2020-10-13', '2020-10-16']","['2020-09-04', '2020-09-21', '2020-10-30']",BEARISH,1.8680860430703963,0.06392156160495922,0.024470708025410084,0.02220246157957564,0.06392156160495922,0.058797534440365236,0.10756116904398585,0.18401328687783847,0.009476517278101773,0.021075765172086938,0.08695653179827327,0.007164302588713366,0.023729236282012456,0.10647857416329481,0.2,8.0,0.17194357224898843
HD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,34.797545965972596,31.60941357599687,2011-08-16,2011-10-18,45.0,0.1008602194504704,4.0,4.0,0.0,3.0,4.0,0.0375180138474055,1.3614827290706184,"['2011-08-25', '2011-09-16', '2011-09-20', '2011-09-27']","['2011-08-18', '2011-09-06', '2011-09-09', '2011-10-03']",BULLISH,1.8327030345769848,0.009140744663317513,-0.011404724303504735,0.09850744115861024,0.009140744663317513,-0.07769426141416172,-0.04690650555727293,-0.09508195866994217,-0.0003018816985400835,0.013586979995528787,0.04498797483451504,0.08544691794450007,0.4184782927939191,0.1038899532932948,0.2,8.0,0.17116698598798843
JNJ,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,136.60292746049117,130.80232087721896,2017-06-06,2017-09-06,65.0,0.0443463582631466,2.0,4.0,0.0,2.0,4.0,0.0059276698124754,-0.0228118743055666,"['2017-06-22', '2017-07-20']","['2017-07-11', '2017-07-13', '2017-07-18', '2017-07-26']",BEARISH,1.8276953469927661,0.02805280241157436,0.019514831923858094,0.02926599955031529,0.02805280241157436,0.05550629328119604,0.049242114599634665,0.1570708603888272,0.009095791674320553,0.025911483162906784,0.013070331201908078,0.011006668357811193,0.08996410691532322,0.10352359087407424,0.2,8.0,0.17105707726222225
CCI,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,113.8611283070796,103.35990672918868,2017-10-18,2018-04-25,130.0,0.1015985976593901,4.0,4.0,0.0,2.0,4.0,-0.0014238398486141,0.1752263015692967,"['2017-11-06', '2017-11-08', '2017-11-27', '2018-01-31']","['2018-01-10', '2018-02-08', '2018-03-02', '2018-04-10']",BEARISH,1.8151141994122517,-0.009127493480682708,-0.013403004502068265,-0.012229723228614089,-0.009127493480682708,-0.033783126150496744,-0.02726661341257691,0.053642239678759654,0.03129956112088939,0.041402539055872996,0.08973848693296145,0.06864104960398712,-0.0008914058905181979,0.10260315412824089,0.2,8.0,0.17078094623847226
BRK-B,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,83.7190151735933,79.4380164086157,2010-09-02,2011-02-08,110.0,0.053891058192552,8.0,7.0,1.0,2.0,4.0,0.0020213813558822,1.1287039543156658,"['2010-09-14', '2010-09-24', '2010-09-30', '2010-10-05', '2010-10-13', '2010-10-25', '2010-11-05', '2011-02-02']","['2010-10-29', '2010-11-17', '2010-11-23', '2010-12-08', '2010-12-15', '2010-12-27', '2011-01-07']",BULLISH,1.8090395513696027,0.047072497843471076,-0.016731886660527783,0.06311378187085295,0.047072497843471076,0.01703620918398261,0.030199276190092647,0.02254409170186133,0.018844669704266296,0.018844669704266296,0.027589577489988474,0.02180067237150029,0.03719665663572184,0.10215873288282773,0.2,8.0,0.1706476198648483
HD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,30.716328186342096,24.66712634978427,2007-10-30,2008-06-25,165.0,0.2452333421728604,2.0,4.0,1.0,0.0,4.0,0.0063216061156938,0.1327237849327708,"['2008-01-31', '2008-05-01']","['2008-01-04', '2008-01-22', '2008-03-10', '2008-03-17']",BEARISH,1.7998522093497824,-0.03229773273673389,-0.1413427000853327,0.017464392200720685,-0.03229773273673389,-0.030209604923640786,-0.10242511357295438,-0.19969478541285435,-0.044500942761351026,-0.07438011167629638,-0.09218053728302848,-0.17927525600063052,-0.11061664473963417,0.10148658694880511,0.2,8.0,0.17044597608464152
PG,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,163.98537979203348,141.97597971453206,2021-10-26,2022-06-14,160.0,0.1550219982405138,4.0,3.0,0.0,0.0,4.0,-0.0311979569237131,-0.3696594794947748,"['2021-12-28', '2022-01-19', '2022-02-03', '2022-04-20']","['2022-03-11', '2022-05-19', '2022-06-02']",BEARISH,1.7949995705057238,0.0052072724648919546,0.062462648229950776,0.015569475219601371,0.0052072724648919546,-0.004876328341071504,-0.0023046975076528404,0.037023637775068056,0.008470363341821,0.017780841285314455,0.032341581517606945,0.1493874373545822,0.08127406450328345,0.10113156789527714,0.2,8.0,0.17033947036858313
LIN,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,109.92981199168202,102.17038440767608,2012-05-11,2012-12-31,160.0,0.0759459566389081,5.0,2.0,1.0,0.0,4.0,0.0143651102914168,0.9381636031465996,"['2012-05-29', '2012-07-03', '2012-07-20', '2012-08-22', '2012-11-02']","['2012-06-04', '2012-07-25']",BULLISH,1.7735308373883143,-0.04112647776529685,0.03983554803033355,-0.0264993103484968,-0.04112647776529685,0.0027834924211964217,0.018234865011261495,0.13346190691968204,-0.058828793668258376,-0.03411530755894135,-0.06276864359845079,-0.04101004493677843,-0.05479945137767328,0.09956091539944614,0.2,8.0,0.16986827461983384
APD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,79.95385741111423,71.0360091296526,2012-04-23,2013-01-09,180.0,0.1255398267825697,2.0,4.0,1.0,0.0,4.0,0.0134807857727407,1.1586980426494942,"['2012-10-18', '2012-12-26']","['2012-06-01', '2012-06-25', '2012-07-12', '2012-10-22']",BULLISH,1.7690025834775784,-0.0024732855031905153,0.00306960640534913,-0.004711134160796907,-0.0024732855031905153,-0.024087107960522536,-0.036172078271408885,0.07135961805149621,-0.03651524821040409,-0.03347237282561797,-0.1035726481966848,-0.13355124944997357,-0.12622565035105954,0.09922962834735241,0.2,8.0,0.1697688885042057
MSFT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,225.20628368374224,200.2141401578337,2020-09-03,2021-01-20,95.0,0.1248270651923317,3.0,4.0,1.0,1.0,4.0,0.0364996941756321,0.9653376132001829,"['2020-10-13', '2020-11-05', '2020-12-21']","['2020-09-11', '2020-09-17', '2020-09-23', '2020-10-30']",BULLISH,1.7608303800734262,0.012675930643549271,0.0831773378207803,-0.04095683071896318,0.012675930643549271,0.018800740268417052,0.05352472044478802,0.3737515053319911,-0.06106766721627799,-0.07781869960711252,-0.052416011181258604,0.027565532214687858,0.0939254642221427,0.09863174995355183,0.2,8.0,0.16958952498606553
CVX,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,91.48653882871486,82.67623143188652,2020-06-22,2020-09-08,55.0,0.1065639694050009,2.0,2.0,2.0,0.0,4.0,-0.0361283909855626,-0.4206697955303602,"['2020-07-21', '2020-08-11']","['2020-07-09', '2020-07-31']",BEARISH,1.755248915229183,-0.11284387608426405,-0.04356087613310564,0.0039459932885080986,-0.11284387608426405,-0.015161329700100807,0.09596741261640944,-0.2119935155071394,-0.04279941397184679,-0.057648203847700655,-0.006332506003389799,-0.04793099208622091,-0.07620914954280275,0.09822340999049667,0.2,8.0,0.169467022997149
HON,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,198.7939062143017,191.6611838421295,2023-05-02,2023-06-13,30.0,0.0372152682623905,3.0,3.0,3.0,0.0,4.0,0.0131486176843907,1.324713941634114,"['2023-05-10', '2023-05-19', '2023-06-02']","['2023-05-16', '2023-05-24', '2023-05-30']",BULLISH,1.7399594800595382,0.006753678365510977,0.0069116373399130265,0.011737026506265996,0.006753678365510977,0.04832910123535506,0.03540839215885653,0.11607743294323077,-0.005699534224411812,-0.033541783923811505,0.0029759488198681664,0.029002320989178394,-0.06879854618970097,0.09710483492704428,0.2,8.0,0.16913145047811326
KO,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,64.35085916522141,58.76968679580476,2022-10-26,2023-09-12,220.0,0.0949668557671309,5.0,6.0,1.0,2.0,4.0,-0.0098505743976416,-0.0841557163362264,"['2022-12-01', '2022-12-13', '2022-12-27', '2023-04-21', '2023-05-12']","['2022-11-02', '2023-02-10', '2023-02-16', '2023-03-01', '2023-03-10', '2023-07-11']",BEARISH,1.7357223407938074,0.07707653331599171,-0.030360214081075077,0.06129378772859042,0.07707653331599171,0.02626577649591408,-0.07722189517667216,-0.08729061521153778,-0.00976592056437223,-0.010439450046413543,0.05573331212843795,0.0767806267074287,0.07627544748024438,0.09679484582212095,0.2,8.0,0.16903845374663626
AMT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,268.6043579246415,227.25844367407345,2022-01-06,2022-08-04,145.0,0.1819334568262069,4.0,4.0,1.0,2.0,4.0,0.0090763774998379,1.064471451105807,"['2022-01-07', '2022-04-06', '2022-04-20', '2022-06-03']","['2022-02-17', '2022-03-08', '2022-05-10', '2022-05-19']",BULLISH,1.7246965382160013,-0.058168836805555554,0.015556461796776343,-0.09016280373447759,-0.058168836805555554,-0.01736095466344853,-0.055987138679115284,-0.019434366311234543,-0.03567523003678837,-0.07599388058594127,-0.07387974722336023,-0.11344337894514175,-0.029181964433757195,0.09598819811530644,0.2,8.0,0.16879645943459193
CVX,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,94.76601433275408,78.3120356603052,2007-04-16,2008-02-12,210.0,0.2101079167935494,4.0,4.0,0.0,4.0,4.0,0.0085789187963219,0.1706558117143174,"['2007-07-13', '2007-09-19', '2007-09-28', '2007-12-21']","['2007-06-08', '2007-08-06', '2007-08-16', '2008-01-22']",BEARISH,1.6841032632988928,0.05286646444713452,0.08752463305877108,0.03152742019025481,0.05286646444713452,0.1397834176583186,0.06205677946939496,0.2372101119420331,-0.003981060447591783,-0.0010273767591230634,0.03672788634230653,0.07088733078680541,0.1357390435598536,0.09301839415836928,0.2,8.0,0.16790551824751077
AAPL,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,9.45996242951244,8.401419226014767,2010-04-23,2010-06-18,40.0,0.125995760361526,2.0,2.0,2.0,1.0,4.0,0.0080919929765347,1.310097215929722,"['2010-05-13', '2010-06-01']","['2010-05-06', '2010-05-20']",BULLISH,1.6738512907476237,0.12010421401709674,-0.09898919355093287,0.0947048856773476,0.12010421401709674,0.1859782742660508,0.3429364576159121,0.4252708985479589,-0.03596345659896803,-0.12912164053482275,-0.09456111309892548,-0.015249422939513911,0.11132448482605266,0.09226835985560998,0.2,8.0,0.167680507956683
COP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,69.83507493422917,65.16482309237203,2019-01-08,2019-04-25,75.0,0.0716682961793204,3.0,8.0,2.0,1.0,4.0,-0.0112827783921386,-0.2558367111940976,"['2019-02-04', '2019-02-14', '2019-03-04']","['2019-01-14', '2019-01-17', '2019-01-23', '2019-01-28', '2019-02-08', '2019-03-08', '2019-03-22', '2019-04-03']",BEARISH,1.671436808133687,0.0755852929001785,-0.037986560243949793,0.03159585034345736,0.0755852929001785,-0.03885233928962719,-0.07559646446980753,-0.059786635701505005,0.026585806787717672,0.02394280041719693,0.03016172964258208,0.047108190200142314,-0.062189055021433355,0.09209171630971556,0.2,8.0,0.16762751489291466
PLD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,28.94540132474816,24.026964424560827,2010-02-23,2010-06-30,90.0,0.2047048812857779,4.0,3.0,0.0,1.0,4.0,-0.0202480026040825,-0.064444323780203,"['2010-03-17', '2010-04-06', '2010-04-26', '2010-05-12']","['2010-05-06', '2010-05-21', '2010-06-04']",BEARISH,1.660815546218047,0.05150976127143925,0.027414658413233744,0.016309059251418845,0.05150976127143925,-0.023505142054606958,-0.06734931569828356,0.07100857763383203,0.04054050135560307,0.0983952657803295,0.22001685039395463,0.1630067804309899,0.0046452959853855854,0.09131466479738638,0.2,8.0,0.1673943994392159
AMT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,46.3970611814747,41.73592498543397,2007-09-20,2007-12-13,60.0,0.1116816315360804,2.0,4.0,0.0,2.0,4.0,-0.0229117628689581,-0.1707580137651975,"['2007-10-29', '2007-11-30']","['2007-09-25', '2007-10-19', '2007-11-09', '2007-12-05']",BEARISH,1.6600055761571386,0.08710354572449394,0.0361504541250958,0.06712611147600743,0.08710354572449394,0.07646759034590878,-0.07397563764584775,0.11137699522513864,0.04855294696530852,0.03683322291909457,0.013633094381774999,0.04281265348088605,-0.04424784090057874,0.09125540738844862,0.2,8.0,0.16737662221653457
META,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,328.70121972477216,277.84606687674045,2023-06-13,2023-11-16,110.0,0.1830335531457868,2.0,3.0,0.0,1.0,4.0,0.0044483514903036,1.1079297260797936,"['2023-07-28', '2023-10-11']","['2023-08-18', '2023-08-25', '2023-10-26']",BULLISH,1.6576185507548131,0.033521326675389186,-0.028037927672089315,0.0007377257695242941,0.033521326675389186,0.15068499533383511,0.26873976890552154,1.252739968651323,0.038036293106415375,0.05148901976848843,0.14484736374788063,0.08466018207516376,0.2873359477759354,0.09108077261213131,0.2,8.0,0.16732423178363937
XOM,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,45.00993772370845,41.331646353038366,2020-06-24,2020-08-26,45.0,0.0889945524853181,4.0,2.0,2.0,2.0,4.0,-0.0212818670217843,-0.3593103151217723,"['2020-06-30', '2020-07-15', '2020-07-21', '2020-08-11']","['2020-07-09', '2020-07-31']",BEARISH,1.6441663515247422,-0.1214215467049226,-0.07523115340680321,-0.04567876944724523,-0.1214215467049226,-0.002242118330544727,0.056254423731273644,-0.3572151113359264,-0.01775282956241222,-0.07056178403704354,-0.009662928206197331,-0.10089891412284936,-0.07370783773700842,0.09009660972838887,0.2,8.0,0.16702898291851664
CCI,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,37.9025091206786,33.17802363525138,2008-01-09,2008-04-18,70.0,0.1423980384536074,3.0,4.0,2.0,1.0,4.0,0.0234581770311177,1.1963161307695742,"['2008-02-26', '2008-04-03', '2008-04-11']","['2008-01-22', '2008-01-28', '2008-02-07', '2008-03-17']",BULLISH,1.6329940999634611,-0.06327569881883642,0.015709419698415925,-0.04062804827550862,-0.06327569881883642,-0.05592344257290053,-0.04586015039968741,0.04308943324765944,-0.060795013004559105,-0.10859963946206527,-0.09716813497982095,-0.08157971076687107,-0.07950120134712624,0.08927924781407319,0.2,8.0,0.16678377434422195
